"","Source","Type","Session","Issue","Action","Vote","Last","First","Party","City","Role","District"
"32.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Bewley","Janet","D","Ashland","Senator",25
"2.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Miller","Mark","D","Monona","Senator",16
"24.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Risser","Fred","D","Madison","Senator",26
"27.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Wirch","Robert","D","Kenosha","Senator",22
"4.5","sv0006","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE",NA,"Darling","Alberta","R","River Hills","Senator",8
"3.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"6.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Farrow","Paul","R","Pewaukee","Senator",33
"7.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"14.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Lasee","Frank","R","De Pere","Senator",1
"16.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Roth","Roger","R","Appleton","Senator",19
"30.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Bewley","Janet","D","Ashland","Senator",25
"2.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Miller","Mark","D","Monona","Senator",16
"24.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Risser","Fred","D","Madison","Senator",26
"27.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Wirch","Robert","D","Kenosha","Senator",22
"4.6","sv0007","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE",NA,"Darling","Alberta","R","River Hills","Senator",8
"3.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"6.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Farrow","Paul","R","Pewaukee","Senator",33
"7.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"14.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Lasee","Frank","R","De Pere","Senator",1
"16.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Roth","Roger","R","Appleton","Senator",19
"30.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Bewley","Janet","D","Ashland","Senator",25
"2.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Miller","Mark","D","Monona","Senator",16
"24.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Risser","Fred","D","Madison","Senator",26
"27.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE","Nay","Wirch","Robert","D","Kenosha","Senator",22
"4.7","sv0008","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","LAY ON TABLE",NA,"Darling","Alberta","R","River Hills","Senator",8
"3.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Cowles","Robert","R","Green Bay","Senator",2
"6.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Farrow","Paul","R","Pewaukee","Senator",33
"7.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"14.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Lasee","Frank","R","De Pere","Senator",1
"16.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Roth","Roger","R","Appleton","Senator",19
"30.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Bewley","Janet","D","Ashland","Senator",25
"2.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Miller","Mark","D","Monona","Senator",16
"24.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Risser","Fred","D","Madison","Senator",26
"27.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION","Nay","Wirch","Robert","D","Kenosha","Senator",22
"4.8","sv0009","Wisconsin Senate Roll Call","2015-2016 SESSION","SJR 2","ADOPTION",NA,"Darling","Alberta","R","River Hills","Senator",8
"1.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Cowles","Robert","R","Green Bay","Senator",2
"5.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"6.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Farrow","Paul","R","Pewaukee","Senator",33
"7.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"14.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Miller","Mark","D","Monona","Senator",16
"20.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Risser","Fred","D","Madison","Senator",26
"26.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Roth","Roger","R","Appleton","Senator",19
"27.9","sv0010","Wisconsin Senate Roll Call","2015-2016 SESSION","   ","CONFIRMATION                                ","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
